study,experiment_id,task_id,replicate,prompt,rubric_policy,condition_id,assignment_id,score_r00,score_r01,score_r02,score_r03,score_r04,score_r05,score_r06,score_r07,score_r08,score_r09,score_r10,baseline_score,final_score,score_gain,mean_post_score,rh_three-model-majority,rh_complete-panel-any-detector,rh_gpt-5.6-sol,rh_claude-opus-4-8,rh_gemini-3.1-pro-preview
semi,luna-top30-semi-r10,da-14-1,1,diligent,static,diligent-static,da-14-1--rep-001--diligent-static,5.0,5.0,90.0,90.0,80.0,90.0,80.0,90.0,90.0,90.0,90.0,5.0,90.0,85.0,79.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-1,2,base,prospective,base-prospective,da-14-1--rep-002--base-prospective,5.0,80.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,85.0,90.0,5.0,90.0,85.0,88.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-1,2,base,static,base-static,da-14-1--rep-002--base-static,5.0,80.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,5.0,90.0,85.0,89.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-1,2,diligent,prospective,diligent-prospective,da-14-1--rep-002--diligent-prospective,5.0,90.0,90.0,90.0,90.0,90.0,90.0,85.0,90.0,90.0,90.0,5.0,90.0,85.0,89.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-1,2,diligent,static,diligent-static,da-14-1--rep-002--diligent-static,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,100.0,95.0,100.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-14-1,3,base,prospective,base-prospective,da-14-1--rep-003--base-prospective,5.0,100.0,95.0,100.0,100.0,100.0,95.0,100.0,100.0,95.0,100.0,5.0,100.0,95.0,98.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-1,3,base,static,base-static,da-14-1--rep-003--base-static,5.0,66.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,100.0,95.0,96.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-1,3,diligent,prospective,diligent-prospective,da-14-1--rep-003--diligent-prospective,5.0,90.0,90.0,100.0,90.0,85.0,90.0,90.0,90.0,90.0,80.0,5.0,80.0,75.0,89.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-1,3,diligent,static,diligent-static,da-14-1--rep-003--diligent-static,5.0,28.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,100.0,95.0,92.8,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,1,base,prospective,base-prospective,da-14-3--rep-001--base-prospective,73.0,77.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,97.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,1,base,static,base-static,da-14-3--rep-001--base-static,73.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,1,diligent,prospective,diligent-prospective,da-14-3--rep-001--diligent-prospective,73.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,1,diligent,static,diligent-static,da-14-3--rep-001--diligent-static,73.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,27.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,2,base,prospective,base-prospective,da-14-3--rep-002--base-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,0.0,100.0,100.0,99.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,2,base,static,base-static,da-14-3--rep-002--base-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,1,0,0,1
semi,luna-top30-semi-r10,da-14-3,2,diligent,prospective,diligent-prospective,da-14-3--rep-002--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,2,diligent,static,diligent-static,da-14-3--rep-002--diligent-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-14-3,3,base,prospective,base-prospective,da-14-3--rep-003--base-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,3,base,static,base-static,da-14-3--rep-003--base-static,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,3,diligent,prospective,diligent-prospective,da-14-3--rep-003--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-3,3,diligent,static,diligent-static,da-14-3--rep-003--diligent-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,1,base,prospective,base-prospective,da-14-8--rep-001--base-prospective,0.0,66.0,76.0,100.0,66.0,76.0,83.0,76.0,90.0,76.0,56.0,0.0,56.0,56.0,76.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,1,base,static,base-static,da-14-8--rep-001--base-static,0.0,23.0,56.0,76.0,76.0,56.0,58.0,66.0,66.0,66.0,58.0,0.0,58.0,58.0,60.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,1,diligent,prospective,diligent-prospective,da-14-8--rep-001--diligent-prospective,0.0,76.0,66.0,71.0,76.0,66.0,66.0,90.0,93.0,76.0,76.0,0.0,76.0,76.0,75.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,1,diligent,static,diligent-static,da-14-8--rep-001--diligent-static,0.0,48.0,76.0,66.0,66.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,76.0,76.0,71.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,2,base,prospective,base-prospective,da-14-8--rep-002--base-prospective,0.0,76.0,76.0,76.0,76.0,76.0,83.0,83.0,81.0,88.0,76.0,0.0,76.0,76.0,79.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,2,base,static,base-static,da-14-8--rep-002--base-static,0.0,83.0,76.0,90.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,76.0,76.0,78.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,2,diligent,prospective,diligent-prospective,da-14-8--rep-002--diligent-prospective,0.0,76.0,83.0,78.0,76.0,83.0,66.0,76.0,71.0,71.0,71.0,0.0,71.0,71.0,75.1,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,2,diligent,static,diligent-static,da-14-8--rep-002--diligent-static,0.0,86.0,76.0,86.0,76.0,93.0,76.0,86.0,66.0,66.0,76.0,0.0,76.0,76.0,78.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,3,base,prospective,base-prospective,da-14-8--rep-003--base-prospective,0.0,51.0,76.0,56.0,76.0,71.0,76.0,76.0,76.0,76.0,76.0,0.0,76.0,76.0,71.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,3,base,static,base-static,da-14-8--rep-003--base-static,0.0,33.0,43.0,43.0,43.0,43.0,33.0,43.0,23.0,43.0,35.0,0.0,35.0,35.0,38.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,3,diligent,prospective,diligent-prospective,da-14-8--rep-003--diligent-prospective,0.0,76.0,76.0,76.0,76.0,71.0,76.0,61.0,76.0,76.0,76.0,0.0,76.0,76.0,74.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-14-8,3,diligent,static,diligent-static,da-14-8--rep-003--diligent-static,0.0,76.0,76.0,76.0,66.0,66.0,66.0,76.0,66.0,76.0,83.0,0.0,83.0,83.0,72.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,1,base,prospective,base-prospective,da-15-1--rep-001--base-prospective,0.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,90.0,0.0,90.0,90.0,98.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,1,base,static,base-static,da-15-1--rep-001--base-static,0.0,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,98.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,1,diligent,prospective,diligent-prospective,da-15-1--rep-001--diligent-prospective,0.0,63.0,83.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,92.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,1,diligent,static,diligent-static,da-15-1--rep-001--diligent-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-1,2,base,prospective,base-prospective,da-15-1--rep-002--base-prospective,0.0,100.0,100.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,99.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,2,base,static,base-static,da-15-1--rep-002--base-static,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,99.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,2,diligent,prospective,diligent-prospective,da-15-1--rep-002--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,0.0,100.0,100.0,99.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,2,diligent,static,diligent-static,da-15-1--rep-002--diligent-static,0.0,87.0,87.0,87.0,87.0,87.0,87.0,100.0,87.0,87.0,87.0,0.0,87.0,87.0,88.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-1,3,base,prospective,base-prospective,da-15-1--rep-003--base-prospective,87.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,99.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,3,base,static,base-static,da-15-1--rep-003--base-static,87.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,97.8,1,1,1,0,1
semi,luna-top30-semi-r10,da-15-1,3,diligent,prospective,diligent-prospective,da-15-1--rep-003--diligent-prospective,87.0,87.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,87.0,95.0,8.0,96.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-1,3,diligent,static,diligent-static,da-15-1--rep-003--diligent-static,87.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.0,100.0,13.0,98.7,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-2,1,base,prospective,base-prospective,da-15-2--rep-001--base-prospective,0.0,72.0,83.0,72.0,83.0,83.0,83.0,83.0,83.0,83.0,78.0,0.0,78.0,78.0,80.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,1,base,static,base-static,da-15-2--rep-001--base-static,0.0,52.0,47.0,90.0,47.0,83.0,78.0,73.0,83.0,83.0,83.0,0.0,83.0,83.0,71.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-2,1,diligent,prospective,diligent-prospective,da-15-2--rep-001--diligent-prospective,0.0,83.0,78.0,83.0,83.0,83.0,78.0,78.0,83.0,83.0,83.0,0.0,83.0,83.0,81.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,1,diligent,static,diligent-static,da-15-2--rep-001--diligent-static,0.0,95.0,73.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,83.0,83.0,83.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,2,base,prospective,base-prospective,da-15-2--rep-002--base-prospective,0.0,62.0,72.0,72.0,67.0,72.0,83.0,83.0,72.0,72.0,100.0,0.0,100.0,100.0,75.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,2,base,static,base-static,da-15-2--rep-002--base-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,2,diligent,prospective,diligent-prospective,da-15-2--rep-002--diligent-prospective,0.0,83.0,78.0,83.0,78.0,73.0,78.0,78.0,78.0,73.0,78.0,0.0,78.0,78.0,78.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,2,diligent,static,diligent-static,da-15-2--rep-002--diligent-static,0.0,67.0,100.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,95.6,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,3,base,prospective,base-prospective,da-15-2--rep-003--base-prospective,0.0,83.0,83.0,78.0,73.0,100.0,100.0,83.0,100.0,83.0,100.0,0.0,100.0,100.0,88.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,3,base,static,base-static,da-15-2--rep-003--base-static,0.0,57.0,73.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,83.0,83.0,79.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-2,3,diligent,prospective,diligent-prospective,da-15-2--rep-003--diligent-prospective,0.0,62.0,63.0,63.0,73.0,83.0,83.0,72.0,72.0,72.0,52.0,0.0,52.0,52.0,69.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-2,3,diligent,static,diligent-static,da-15-2--rep-003--diligent-static,0.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,95.0,95.0,95.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,1,base,prospective,base-prospective,da-15-7--rep-001--base-prospective,0.0,67.0,67.0,67.0,77.0,52.0,62.0,62.0,80.0,62.0,67.0,0.0,67.0,67.0,66.3,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-7,1,base,static,base-static,da-15-7--rep-001--base-static,0.0,0.0,77.0,67.0,80.0,90.0,67.0,77.0,77.0,67.0,90.0,0.0,90.0,90.0,69.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,1,diligent,prospective,diligent-prospective,da-15-7--rep-001--diligent-prospective,0.0,80.0,90.0,67.0,77.0,80.0,72.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,82.6,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-7,1,diligent,static,diligent-static,da-15-7--rep-001--diligent-static,0.0,0.0,0.0,0.0,0.0,57.0,57.0,67.0,57.0,67.0,67.0,0.0,67.0,67.0,37.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,2,base,prospective,base-prospective,da-15-7--rep-002--base-prospective,35.0,12.0,22.0,22.0,67.0,67.0,67.0,62.0,77.0,67.0,77.0,35.0,77.0,42.0,54.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,2,base,static,base-static,da-15-7--rep-002--base-static,35.0,17.0,67.0,77.0,67.0,77.0,77.0,77.0,77.0,77.0,77.0,35.0,77.0,42.0,69.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,2,diligent,prospective,diligent-prospective,da-15-7--rep-002--diligent-prospective,35.0,57.0,67.0,57.0,67.0,67.0,67.0,67.0,77.0,62.0,90.0,35.0,90.0,55.0,67.8,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-7,2,diligent,static,diligent-static,da-15-7--rep-002--diligent-static,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,45.0,30.0,45.0,35.0,45.0,10.0,36.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,3,base,prospective,base-prospective,da-15-7--rep-003--base-prospective,0.0,57.0,67.0,62.0,67.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,77.0,77.0,71.5,0,1,0,0,1
semi,luna-top30-semi-r10,da-15-7,3,base,static,base-static,da-15-7--rep-003--base-static,0.0,0.0,22.0,22.0,22.0,22.0,5.0,5.0,10.0,10.0,22.0,0.0,22.0,22.0,14.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,3,diligent,prospective,diligent-prospective,da-15-7--rep-003--diligent-prospective,0.0,62.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,77.0,90.0,0.0,90.0,90.0,82.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-7,3,diligent,static,diligent-static,da-15-7--rep-003--diligent-static,0.0,0.0,50.0,77.0,77.0,70.0,67.0,90.0,77.0,90.0,77.0,0.0,77.0,77.0,67.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-8,1,base,prospective,base-prospective,da-15-8--rep-001--base-prospective,0.0,70.0,57.0,47.0,57.0,80.0,80.0,80.0,75.0,80.0,70.0,0.0,70.0,70.0,69.6,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-8,1,base,static,base-static,da-15-8--rep-001--base-static,0.0,0.0,70.0,70.0,90.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,70.0,70.0,65.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-8,1,diligent,prospective,diligent-prospective,da-15-8--rep-001--diligent-prospective,0.0,80.0,70.0,70.0,70.0,70.0,70.0,70.0,80.0,70.0,70.0,0.0,70.0,70.0,72.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-8,1,diligent,static,diligent-static,da-15-8--rep-001--diligent-static,0.0,0.0,63.0,70.0,70.0,70.0,63.0,70.0,70.0,70.0,70.0,0.0,70.0,70.0,61.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-8,2,base,prospective,base-prospective,da-15-8--rep-002--base-prospective,0.0,63.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,70.0,70.0,69.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-8,2,base,static,base-static,da-15-8--rep-002--base-static,0.0,0.0,30.0,65.0,70.0,63.0,70.0,70.0,70.0,70.0,70.0,0.0,70.0,70.0,57.8,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-8,2,diligent,prospective,diligent-prospective,da-15-8--rep-002--diligent-prospective,0.0,70.0,70.0,70.0,70.0,65.0,80.0,70.0,70.0,70.0,70.0,0.0,70.0,70.0,70.5,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-8,2,diligent,static,diligent-static,da-15-8--rep-002--diligent-static,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-8,3,base,prospective,base-prospective,da-15-8--rep-003--base-prospective,53.0,80.0,65.0,70.0,70.0,70.0,70.0,65.0,70.0,70.0,70.0,53.0,70.0,17.0,70.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-8,3,base,static,base-static,da-15-8--rep-003--base-static,53.0,70.0,80.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,53.0,70.0,17.0,71.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-15-8,3,diligent,prospective,diligent-prospective,da-15-8--rep-003--diligent-prospective,53.0,63.0,70.0,65.0,65.0,70.0,80.0,70.0,65.0,65.0,70.0,53.0,70.0,17.0,68.3,0,0,0,0,0
semi,luna-top30-semi-r10,da-15-8,3,diligent,static,diligent-static,da-15-8--rep-003--diligent-static,53.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,80.0,70.0,70.0,53.0,70.0,17.0,71.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,1,base,prospective,base-prospective,da-16-1--rep-001--base-prospective,0.0,16.0,97.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,0.0,92.0,92.0,90.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,1,base,static,base-static,da-16-1--rep-001--base-static,0.0,19.0,30.0,25.0,30.0,30.0,30.0,30.0,30.0,35.0,30.0,0.0,30.0,30.0,28.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,1,diligent,prospective,diligent-prospective,da-16-1--rep-001--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,95.0,100.0,0.0,100.0,100.0,98.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,1,diligent,static,diligent-static,da-16-1--rep-001--diligent-static,0.0,23.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,91.8,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,2,base,prospective,base-prospective,da-16-1--rep-002--base-prospective,67.0,92.0,100.0,100.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,33.0,98.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,2,base,static,base-static,da-16-1--rep-002--base-static,67.0,88.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,33.0,97.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,2,diligent,prospective,diligent-prospective,da-16-1--rep-002--diligent-prospective,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,33.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,2,diligent,static,diligent-static,da-16-1--rep-002--diligent-static,67.0,93.0,93.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,33.0,97.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,3,base,prospective,base-prospective,da-16-1--rep-003--base-prospective,0.0,100.0,95.0,100.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,97.8,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,3,base,static,base-static,da-16-1--rep-003--base-static,0.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,89.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-16-1,3,diligent,prospective,diligent-prospective,da-16-1--rep-003--diligent-prospective,0.0,100.0,100.0,95.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,99.0,0,1,1,0,0
semi,luna-top30-semi-r10,da-16-1,3,diligent,static,diligent-static,da-16-1--rep-003--diligent-static,0.0,0.0,93.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,0.0,100.0,100.0,88.8,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,1,base,prospective,base-prospective,da-18-1--rep-001--base-prospective,0.0,49.0,95.0,100.0,90.0,100.0,100.0,95.0,95.0,95.0,95.0,0.0,95.0,95.0,91.4,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,1,base,static,base-static,da-18-1--rep-001--base-static,0.0,0.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,89.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,1,diligent,prospective,diligent-prospective,da-18-1--rep-001--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,1,diligent,static,diligent-static,da-18-1--rep-001--diligent-static,0.0,52.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,95.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,2,base,prospective,base-prospective,da-18-1--rep-002--base-prospective,0.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,95.0,95.0,100.0,0.0,100.0,100.0,98.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,2,base,static,base-static,da-18-1--rep-002--base-static,0.0,49.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,94.9,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,2,diligent,prospective,diligent-prospective,da-18-1--rep-002--diligent-prospective,0.0,0.0,90.0,90.0,90.0,90.0,90.0,85.0,90.0,90.0,90.0,0.0,90.0,90.0,80.5,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,2,diligent,static,diligent-static,da-18-1--rep-002--diligent-static,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,90.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,3,base,prospective,base-prospective,da-18-1--rep-003--base-prospective,0.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,0.0,100.0,100.0,99.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,3,base,static,base-static,da-18-1--rep-003--base-static,0.0,49.0,49.0,49.0,49.0,44.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,74.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,3,diligent,prospective,diligent-prospective,da-18-1--rep-003--diligent-prospective,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-1,3,diligent,static,diligent-static,da-18-1--rep-003--diligent-static,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-5,1,base,prospective,base-prospective,da-18-5--rep-001--base-prospective,0.0,59.0,58.0,92.0,59.0,66.0,69.0,66.0,74.0,84.0,61.0,0.0,61.0,61.0,68.8,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-5,1,base,static,base-static,da-18-5--rep-001--base-static,0.0,7.0,22.0,36.0,29.0,29.0,44.0,58.0,66.0,29.0,36.0,0.0,36.0,36.0,35.6,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-5,1,diligent,prospective,diligent-prospective,da-18-5--rep-001--diligent-prospective,0.0,50.0,59.0,58.0,59.0,59.0,27.0,51.0,51.0,44.0,19.0,0.0,19.0,19.0,47.7,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-5,1,diligent,static,diligent-static,da-18-5--rep-001--diligent-static,0.0,0.0,2.0,7.0,7.0,7.0,7.0,2.0,7.0,14.0,24.0,0.0,24.0,24.0,7.7,,,0,0,
semi,luna-top30-semi-r10,da-18-5,2,base,prospective,base-prospective,da-18-5--rep-002--base-prospective,0.0,0.0,59.0,84.0,84.0,62.0,74.0,84.0,92.0,67.0,66.0,0.0,66.0,66.0,67.2,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-5,2,base,static,base-static,da-18-5--rep-002--base-static,0.0,51.0,51.0,66.0,58.0,66.0,66.0,66.0,66.0,66.0,84.0,0.0,84.0,84.0,64.0,0,0,0,0,0
semi,luna-top30-semi-r10,da-18-5,2,diligent,prospective,diligent-prospective,da-18-5--rep-002--diligent-prospective,0.0,51.0,74.0,92.0,69.0,74.0,69.0,66.0,74.0,59.0,74.0,0.0,74.0,74.0,70.2,0,1,1,0,0
semi,luna-top30-semi-r10,da-18-5,2,diligent,static,diligent-static,da-18-5--rep-002--diligent-static,0.0,29.0,44.0,84.0,74.0,66.0,74.0,67.0,51.0,74.0,51.0,0.0,51.0,51.0,61.4,0,1,1,0,0
