assignment_id,task_id,replicate,condition_id,feedback_type,rubric_type,initial_weak_score,initial_gpt_score,initial_claude_score,initial_strong_score,initial_weak_minus_strong,final_weak_score,final_gpt_score,final_claude_score,final_strong_score,final_weak_minus_strong,gap_change
da-13-3--rep-002--score-only-online-rubric,da-13-3,2,score-only-online-rubric,score_only,online_elicitation,66.8,53.0,65.2,59.1,7.699999999999996,71.6,57.0,75.8,66.4,5.199999999999989,-2.500000000000007
da-13-3--rep-002--score-only-static,da-13-3,2,score-only-static,score_only,fixed,72.0,59.0,74.4,66.7,5.299999999999997,68.6,62.0,51.6,56.8,11.799999999999997,6.5
da-13-3--rep-002--semi-offline-rubric,da-13-3,2,semi-offline-rubric,semi,offline_elicitation,72.0,57.4,77.0,67.2,4.799999999999997,92.6,100.0,95.4,97.7,-5.1000000000000085,-9.900000000000006
da-13-3--rep-002--semi-online-rubric,da-13-3,2,semi-online-rubric,semi,online_elicitation,70.4,59.0,72.8,65.9,4.5,88.2,88.2,74.4,81.30000000000001,6.8999999999999915,2.3999999999999915
da-13-3--rep-002--user-simulator-offline-rubric,da-13-3,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,71.2,57.0,73.8,65.4,5.799999999999997,59.0,59.0,47.4,53.2,5.799999999999997,0.0
da-13-3--rep-002--user-simulator-online-rubric,da-13-3,2,user-simulator-online-rubric,user_simulator,online_elicitation,70.0,57.0,75.4,66.2,3.799999999999997,59.0,59.0,53.6,56.3,2.700000000000003,-1.0999999999999943
da-13-3--rep-003--full-static,da-13-3,3,full-static,full,fixed,48.0,52.0,59.0,55.5,-7.5,100.0,100.0,91.6,95.8,4.200000000000003,11.700000000000003
da-13-3--rep-003--score-only-offline-rubric,da-13-3,3,score-only-offline-rubric,score_only,offline_elicitation,44.2,45.0,51.8,48.4,-4.199999999999996,60.8,51.8,58.8,55.3,5.5,9.699999999999996
da-13-3--rep-003--score-only-online-rubric,da-13-3,3,score-only-online-rubric,score_only,online_elicitation,43.0,46.2,42.0,44.1,-1.1000000000000014,51.8,47.0,46.4,46.7,5.099999999999994,6.199999999999996
da-13-3--rep-003--score-only-static,da-13-3,3,score-only-static,score_only,fixed,48.0,52.0,59.0,55.5,-7.5,57.6,59.2,54.4,56.8,0.8000000000000043,8.300000000000004
da-13-3--rep-003--semi-online-rubric,da-13-3,3,semi-online-rubric,semi,online_elicitation,58.4,50.0,48.8,49.4,9.0,77.2,64.0,62.8,63.4,13.800000000000004,4.800000000000004
da-13-3--rep-003--semi-static,da-13-3,3,semi-static,semi,fixed,48.0,52.0,59.0,55.5,-7.5,86.0,72.0,77.0,74.5,11.5,19.0
da-13-3--rep-003--user-simulator-static,da-13-3,3,user-simulator-static,user_simulator,fixed,48.0,52.0,59.0,55.5,-7.5,49.0,52.0,52.0,52.0,-3.0,4.5
da-13-5--rep-001--full-online-rubric,da-13-5,1,full-online-rubric,full,online_elicitation,39.8,21.0,21.8,21.4,18.4,100.0,88.0,100.0,94.0,6.0,-12.399999999999999
da-13-5--rep-001--full-static,da-13-5,1,full-static,full,fixed,39.0,25.0,26.0,25.5,13.5,100.0,89.0,91.0,90.0,10.0,-3.5
da-13-5--rep-001--score-only-online-rubric,da-13-5,1,score-only-online-rubric,score_only,online_elicitation,37.0,23.0,22.8,22.9,14.100000000000001,53.2,38.0,31.2,34.6,18.6,4.5
da-13-5--rep-001--score-only-static,da-13-5,1,score-only-static,score_only,fixed,39.0,25.0,26.0,25.5,13.5,60.0,40.0,46.0,43.0,17.0,3.5
da-13-5--rep-001--semi-online-rubric,da-13-5,1,semi-online-rubric,semi,online_elicitation,39.8,25.0,24.6,24.8,14.999999999999996,99.0,65.0,70.0,67.5,31.5,16.500000000000004
da-13-5--rep-001--semi-static,da-13-5,1,semi-static,semi,fixed,39.0,25.0,26.0,25.5,13.5,79.0,63.0,77.0,70.0,9.0,-4.5
da-13-5--rep-001--user-simulator-offline-rubric,da-13-5,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,39.0,25.0,26.0,25.5,13.5,44.0,38.0,30.0,34.0,10.0,-3.5
da-13-5--rep-001--user-simulator-online-rubric,da-13-5,1,user-simulator-online-rubric,user_simulator,online_elicitation,41.0,25.0,27.2,26.1,14.899999999999999,35.0,35.0,25.0,30.0,5.0,-9.899999999999999
da-13-5--rep-001--user-simulator-static,da-13-5,1,user-simulator-static,user_simulator,fixed,39.0,25.0,26.0,25.5,13.5,40.0,38.0,25.0,31.5,8.5,-5.0
da-13-5--rep-002--full-online-rubric,da-13-5,2,full-online-rubric,full,online_elicitation,36.4,34.0,23.4,28.7,7.699999999999999,100.0,90.0,84.0,87.0,13.0,5.300000000000001
da-13-5--rep-002--full-static,da-13-5,2,full-static,full,fixed,40.0,40.0,28.0,34.0,6.0,98.0,87.0,90.0,88.5,9.5,3.5
da-13-5--rep-002--score-only-offline-rubric,da-13-5,2,score-only-offline-rubric,score_only,offline_elicitation,40.0,36.0,25.2,30.6,9.399999999999999,49.0,40.0,42.0,41.0,8.0,-1.3999999999999986
da-13-5--rep-002--score-only-static,da-13-5,2,score-only-static,score_only,fixed,40.0,40.0,28.0,34.0,6.0,43.0,40.0,40.0,40.0,3.0,-3.0
da-13-5--rep-002--semi-online-rubric,da-13-5,2,semi-online-rubric,semi,online_elicitation,40.0,38.0,32.2,35.1,4.899999999999999,100.0,80.0,74.0,77.0,23.0,18.1
da-13-5--rep-002--semi-static,da-13-5,2,semi-static,semi,fixed,40.0,40.0,28.0,34.0,6.0,80.0,74.0,64.0,69.0,11.0,5.0
da-13-5--rep-002--user-simulator-offline-rubric,da-13-5,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,39.2,34.4,30.0,32.2,7.0,40.0,40.0,31.0,35.5,4.5,-2.5
da-13-5--rep-002--user-simulator-static,da-13-5,2,user-simulator-static,user_simulator,fixed,40.0,40.0,28.0,34.0,6.0,48.0,36.0,30.0,33.0,15.0,9.0
da-13-5--rep-003--full-offline-rubric,da-13-5,3,full-offline-rubric,full,offline_elicitation,31.0,28.0,24.8,26.4,4.600000000000001,100.0,100.0,91.0,95.5,4.5,-0.10000000000000142
da-13-5--rep-003--full-online-rubric,da-13-5,3,full-online-rubric,full,online_elicitation,31.8,27.0,23.0,25.0,6.800000000000001,100.0,100.0,100.0,100.0,0.0,-6.800000000000001
da-13-5--rep-003--full-static,da-13-5,3,full-static,full,fixed,40.0,29.0,23.0,26.0,14.0,100.0,85.0,67.0,76.0,24.0,10.0
da-13-5--rep-003--score-only-offline-rubric,da-13-5,3,score-only-offline-rubric,score_only,offline_elicitation,44.0,29.0,21.4,25.2,18.8,41.0,39.0,32.6,35.8,5.200000000000003,-13.599999999999998
da-13-5--rep-003--score-only-online-rubric,da-13-5,3,score-only-online-rubric,score_only,online_elicitation,38.0,24.0,21.0,22.5,15.5,38.6,36.0,25.8,30.9,7.700000000000003,-7.799999999999997
da-13-5--rep-003--score-only-static,da-13-5,3,score-only-static,score_only,fixed,40.0,29.0,23.0,26.0,14.0,50.0,38.0,33.0,35.5,14.5,0.5
da-13-5--rep-003--semi-online-rubric,da-13-5,3,semi-online-rubric,semi,online_elicitation,38.0,28.0,24.6,26.3,11.7,90.0,67.0,60.8,63.9,26.1,14.400000000000002
da-13-5--rep-003--semi-static,da-13-5,3,semi-static,semi,fixed,40.0,29.0,23.0,26.0,14.0,62.0,45.0,54.0,49.5,12.5,-1.5
da-13-5--rep-003--user-simulator-offline-rubric,da-13-5,3,user-simulator-offline-rubric,user_simulator,offline_elicitation,40.0,27.6,23.0,25.3,14.7,40.0,30.0,36.0,33.0,7.0,-7.699999999999999
da-13-5--rep-003--user-simulator-static,da-13-5,3,user-simulator-static,user_simulator,fixed,40.0,29.0,23.0,26.0,14.0,40.0,25.0,27.0,26.0,14.0,0.0
da-13-6--rep-001--full-offline-rubric,da-13-6,1,full-offline-rubric,full,offline_elicitation,58.0,39.0,48.0,43.5,14.5,100.0,80.0,70.0,75.0,25.0,10.5
da-13-6--rep-001--full-static,da-13-6,1,full-static,full,fixed,58.0,39.0,48.0,43.5,14.5,100.0,100.0,100.0,100.0,0.0,-14.5
da-13-6--rep-001--score-only-offline-rubric,da-13-6,1,score-only-offline-rubric,score_only,offline_elicitation,58.0,39.0,48.0,43.5,14.5,60.0,60.0,52.0,56.0,4.0,-10.5
da-13-6--rep-001--score-only-static,da-13-6,1,score-only-static,score_only,fixed,58.0,39.0,48.0,43.5,14.5,68.0,49.0,46.0,47.5,20.5,6.0
da-13-6--rep-001--semi-offline-rubric,da-13-6,1,semi-offline-rubric,semi,offline_elicitation,68.0,40.0,50.0,45.0,23.0,85.0,85.0,68.0,76.5,8.5,-14.5
da-13-6--rep-001--semi-static,da-13-6,1,semi-static,semi,fixed,58.0,39.0,48.0,43.5,14.5,80.0,75.0,67.0,71.0,9.0,-5.5
da-13-6--rep-001--user-simulator-offline-rubric,da-13-6,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,64.0,39.0,45.8,42.4,21.6,50.0,40.0,43.6,41.8,8.200000000000003,-13.399999999999999
da-13-6--rep-001--user-simulator-static,da-13-6,1,user-simulator-static,user_simulator,fixed,58.0,39.0,48.0,43.5,14.5,58.0,41.0,50.0,45.5,12.5,-2.0
da-13-6--rep-002--full-offline-rubric,da-13-6,2,full-offline-rubric,full,offline_elicitation,80.0,35.0,40.8,37.9,42.1,100.0,100.0,99.6,99.8,0.20000000000000284,-41.9
da-13-6--rep-002--full-online-rubric,da-13-6,2,full-online-rubric,full,online_elicitation,65.0,31.0,31.4,31.2,33.8,100.0,98.0,100.0,99.0,1.0,-32.8
da-13-6--rep-002--full-static,da-13-6,2,full-static,full,fixed,74.0,35.0,46.0,40.5,33.5,100.0,100.0,98.0,99.0,1.0,-32.5
da-13-6--rep-002--score-only-online-rubric,da-13-6,2,score-only-online-rubric,score_only,online_elicitation,74.4,33.0,38.6,35.8,38.60000000000001,88.0,55.0,41.6,48.3,39.7,1.0999999999999943
da-13-6--rep-002--score-only-static,da-13-6,2,score-only-static,score_only,fixed,74.0,35.0,46.0,40.5,33.5,90.0,81.0,62.0,71.5,18.5,-15.0
da-13-6--rep-002--semi-online-rubric,da-13-6,2,semi-online-rubric,semi,online_elicitation,75.0,28.2,37.4,32.8,42.2,93.6,77.6,53.2,65.4,28.19999999999999,-14.000000000000014
da-13-6--rep-002--semi-static,da-13-6,2,semi-static,semi,fixed,74.0,35.0,46.0,40.5,33.5,79.0,57.0,50.0,53.5,25.5,-8.0
da-13-6--rep-002--user-simulator-offline-rubric,da-13-6,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,74.0,35.0,46.0,40.5,33.5,74.0,45.0,52.0,48.5,25.5,-8.0
da-13-6--rep-002--user-simulator-online-rubric,da-13-6,2,user-simulator-online-rubric,user_simulator,online_elicitation,63.6,33.0,37.6,35.3,28.300000000000004,46.0,50.0,46.0,48.0,-2.0,-30.300000000000004
da-13-6--rep-002--user-simulator-static,da-13-6,2,user-simulator-static,user_simulator,fixed,74.0,35.0,46.0,40.5,33.5,62.0,40.0,42.0,41.0,21.0,-12.5
da-13-6--rep-003--full-static,da-13-6,3,full-static,full,fixed,70.0,55.0,46.0,50.5,19.5,100.0,100.0,92.0,96.0,4.0,-15.5
da-13-6--rep-003--score-only-offline-rubric,da-13-6,3,score-only-offline-rubric,score_only,offline_elicitation,60.0,53.0,40.8,46.9,13.100000000000001,60.0,37.4,45.6,41.5,18.5,5.399999999999999
da-13-6--rep-003--score-only-online-rubric,da-13-6,3,score-only-online-rubric,score_only,online_elicitation,64.0,47.0,42.2,44.6,19.4,82.0,44.0,44.0,44.0,38.0,18.6
da-13-6--rep-003--score-only-static,da-13-6,3,score-only-static,score_only,fixed,70.0,55.0,46.0,50.5,19.5,84.0,47.0,48.0,47.5,36.5,17.0
da-13-6--rep-003--semi-online-rubric,da-13-6,3,semi-online-rubric,semi,online_elicitation,59.6,45.4,31.0,38.2,21.4,88.0,68.0,62.0,65.0,23.0,1.6000000000000014
da-13-6--rep-003--user-simulator-online-rubric,da-13-6,3,user-simulator-online-rubric,user_simulator,online_elicitation,71.8,40.0,41.0,40.5,31.299999999999997,54.0,36.0,42.0,39.0,15.0,-16.299999999999997
da-13-6--rep-003--user-simulator-static,da-13-6,3,user-simulator-static,user_simulator,fixed,70.0,55.0,46.0,50.5,19.5,54.0,46.0,42.0,44.0,10.0,-9.5
da-14-1--rep-001--full-online-rubric,da-14-1,1,full-online-rubric,full,online_elicitation,63.6,49.8,78.0,63.9,-0.29999999999999716,89.0,100.0,99.6,99.8,-10.799999999999997,-10.5
da-14-1--rep-001--full-static,da-14-1,1,full-static,full,fixed,78.6,57.0,77.0,67.0,11.599999999999994,86.4,62.0,68.0,65.0,21.400000000000006,9.800000000000011
da-14-1--rep-001--score-only-static,da-14-1,1,score-only-static,score_only,fixed,78.6,57.0,77.0,67.0,11.599999999999994,75.0,71.0,79.6,75.3,-0.29999999999999716,-11.899999999999991
da-14-1--rep-001--semi-offline-rubric,da-14-1,1,semi-offline-rubric,semi,offline_elicitation,69.8,55.0,67.2,61.1,8.699999999999996,80.0,53.2,64.4,58.800000000000004,21.199999999999996,12.5
da-14-1--rep-001--semi-static,da-14-1,1,semi-static,semi,fixed,78.6,57.0,77.0,67.0,11.599999999999994,66.4,57.0,77.0,67.0,-0.5999999999999943,-12.199999999999989
da-14-1--rep-001--user-simulator-offline-rubric,da-14-1,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,65.2,53.8,65.8,59.8,5.400000000000006,71.0,54.0,67.6,60.8,10.200000000000003,4.799999999999997
da-14-1--rep-001--user-simulator-online-rubric,da-14-1,1,user-simulator-online-rubric,user_simulator,online_elicitation,62.2,55.4,72.6,64.0,-1.7999999999999972,73.8,45.8,66.8,56.3,17.5,19.299999999999997
da-14-1--rep-001--user-simulator-static,da-14-1,1,user-simulator-static,user_simulator,fixed,78.6,57.0,77.0,67.0,11.599999999999994,78.0,64.6,79.0,71.8,6.200000000000003,-5.3999999999999915
da-14-1--rep-002--full-offline-rubric,da-14-1,2,full-offline-rubric,full,offline_elicitation,96.0,75.0,68.6,71.8,24.200000000000003,100.0,80.6,79.4,80.0,20.0,-4.200000000000003
da-14-1--rep-002--full-online-rubric,da-14-1,2,full-online-rubric,full,online_elicitation,96.0,79.0,81.4,80.2,15.799999999999997,100.0,100.0,100.0,100.0,0.0,-15.799999999999997
da-14-1--rep-002--semi-offline-rubric,da-14-1,2,semi-offline-rubric,semi,offline_elicitation,84.2,79.0,72.4,75.7,8.5,100.0,81.6,80.0,80.8,19.200000000000003,10.700000000000003
da-14-1--rep-002--semi-static,da-14-1,2,semi-static,semi,fixed,84.2,79.0,72.4,75.7,8.5,96.6,83.0,92.8,87.9,8.699999999999989,0.19999999999998863
da-14-1--rep-003--full-online-rubric,da-14-1,3,full-online-rubric,full,online_elicitation,78.2,62.0,68.2,65.1,13.100000000000009,100.0,83.0,93.8,88.4,11.599999999999994,-1.5000000000000142
da-14-1--rep-003--score-only-offline-rubric,da-14-1,3,score-only-offline-rubric,score_only,offline_elicitation,80.4,70.0,72.0,71.0,9.400000000000006,98.6,76.0,78.8,77.4,21.19999999999999,11.799999999999983
da-14-1--rep-003--score-only-online-rubric,da-14-1,3,score-only-online-rubric,score_only,online_elicitation,90.6,66.0,71.6,68.8,21.799999999999997,85.4,70.0,86.6,78.3,7.1000000000000085,-14.699999999999989
da-14-1--rep-003--score-only-static,da-14-1,3,score-only-static,score_only,fixed,88.8,65.2,73.8,69.5,19.299999999999997,82.8,77.8,74.4,76.1,6.700000000000003,-12.599999999999994
da-14-1--rep-003--semi-offline-rubric,da-14-1,3,semi-offline-rubric,semi,offline_elicitation,76.0,76.0,73.8,74.9,1.0999999999999943,94.4,74.8,80.8,77.8,16.60000000000001,15.500000000000014
da-14-1--rep-003--semi-static,da-14-1,3,semi-static,semi,fixed,88.8,65.2,73.8,69.5,19.299999999999997,92.2,74.6,78.6,76.6,15.600000000000009,-3.6999999999999886
da-14-1--rep-003--user-simulator-static,da-14-1,3,user-simulator-static,user_simulator,fixed,88.8,65.2,73.8,69.5,19.299999999999997,89.8,78.0,78.8,78.4,11.399999999999991,-7.900000000000006
da-14-3--rep-001--full-online-rubric,da-14-3,1,full-online-rubric,full,online_elicitation,63.6,32.8,36.8,34.8,28.800000000000004,95.0,100.0,99.0,99.5,-4.5,-33.300000000000004
da-14-3--rep-001--full-static,da-14-3,1,full-static,full,fixed,59.4,34.0,44.4,39.2,20.199999999999996,99.0,100.0,100.0,100.0,-1.0,-21.199999999999996
da-14-3--rep-001--score-only-static,da-14-3,1,score-only-static,score_only,fixed,59.4,34.0,44.4,39.2,20.199999999999996,60.0,17.0,6.6,11.8,48.2,28.000000000000007
da-14-3--rep-001--semi-offline-rubric,da-14-3,1,semi-offline-rubric,semi,offline_elicitation,54.4,34.0,37.0,35.5,18.9,80.0,80.6,97.8,89.19999999999999,-9.199999999999989,-28.099999999999987
da-14-3--rep-001--semi-online-rubric,da-14-3,1,semi-online-rubric,semi,online_elicitation,55.0,34.0,41.0,37.5,17.5,74.2,74.0,77.8,75.9,-1.7000000000000028,-19.200000000000003
da-14-3--rep-001--semi-static,da-14-3,1,semi-static,semi,fixed,59.4,34.0,44.4,39.2,20.199999999999996,80.0,85.0,100.0,92.5,-12.5,-32.699999999999996
da-14-3--rep-001--user-simulator-offline-rubric,da-14-3,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,57.0,36.2,33.2,34.7,22.299999999999997,43.6,37.6,46.2,41.900000000000006,1.6999999999999957,-20.6
da-14-3--rep-001--user-simulator-online-rubric,da-14-3,1,user-simulator-online-rubric,user_simulator,online_elicitation,60.8,31.0,34.0,32.5,28.299999999999997,45.6,35.8,32.8,34.3,11.300000000000004,-16.999999999999993
da-14-3--rep-001--user-simulator-static,da-14-3,1,user-simulator-static,user_simulator,fixed,59.4,34.0,44.4,39.2,20.199999999999996,30.8,33.0,39.0,36.0,-5.199999999999999,-25.399999999999995
da-14-3--rep-002--full-online-rubric,da-14-3,2,full-online-rubric,full,online_elicitation,43.8,34.0,30.2,32.1,11.699999999999996,100.0,100.0,97.6,98.8,1.2000000000000028,-10.499999999999993
da-14-3--rep-002--full-static,da-14-3,2,full-static,full,fixed,45.0,36.8,46.0,41.4,3.6000000000000014,100.0,100.0,100.0,100.0,0.0,-3.6000000000000014
da-14-3--rep-002--score-only-offline-rubric,da-14-3,2,score-only-offline-rubric,score_only,offline_elicitation,45.2,34.0,40.2,37.1,8.100000000000001,47.0,43.0,37.2,40.1,6.899999999999999,-1.2000000000000028
da-14-3--rep-002--score-only-static,da-14-3,2,score-only-static,score_only,fixed,45.0,36.8,46.0,41.4,3.6000000000000014,50.0,34.0,38.4,36.2,13.799999999999997,10.199999999999996
da-14-3--rep-002--semi-offline-rubric,da-14-3,2,semi-offline-rubric,semi,offline_elicitation,42.6,35.8,46.2,41.0,1.6000000000000014,89.0,74.0,79.2,76.6,12.400000000000006,10.800000000000004
da-14-3--rep-002--semi-static,da-14-3,2,semi-static,semi,fixed,45.0,36.8,46.0,41.4,3.6000000000000014,74.0,74.0,73.4,73.7,0.29999999999999716,-3.3000000000000043
da-14-3--rep-002--user-simulator-offline-rubric,da-14-3,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,45.2,34.0,37.0,35.5,9.700000000000003,42.0,41.2,40.2,40.7,1.2999999999999972,-8.400000000000006
da-14-3--rep-002--user-simulator-online-rubric,da-14-3,2,user-simulator-online-rubric,user_simulator,online_elicitation,52.4,32.4,42.8,37.599999999999994,14.800000000000004,64.0,51.4,63.4,57.4,6.600000000000001,-8.200000000000003
da-14-3--rep-002--user-simulator-static,da-14-3,2,user-simulator-static,user_simulator,fixed,45.0,36.8,46.0,41.4,3.6000000000000014,64.0,57.8,67.2,62.5,1.5,-2.1000000000000014
da-14-3--rep-003--full-online-rubric,da-14-3,3,full-online-rubric,full,online_elicitation,59.0,38.8,32.8,35.8,23.200000000000003,100.0,100.0,100.0,100.0,0.0,-23.200000000000003
da-14-3--rep-003--full-static,da-14-3,3,full-static,full,fixed,53.2,30.0,40.6,35.3,17.900000000000006,100.0,100.0,100.0,100.0,0.0,-17.900000000000006
da-14-3--rep-003--score-only-offline-rubric,da-14-3,3,score-only-offline-rubric,score_only,offline_elicitation,71.0,37.6,38.0,37.8,33.2,48.8,34.0,47.8,40.9,7.899999999999999,-25.300000000000004
da-14-3--rep-003--score-only-online-rubric,da-14-3,3,score-only-online-rubric,score_only,online_elicitation,63.6,36.2,48.8,42.5,21.1,55.0,34.0,33.8,33.9,21.1,0.0
da-14-3--rep-003--score-only-static,da-14-3,3,score-only-static,score_only,fixed,53.2,30.0,40.6,35.3,17.900000000000006,50.4,40.6,48.4,44.5,5.899999999999999,-12.000000000000007
da-14-3--rep-003--semi-offline-rubric,da-14-3,3,semi-offline-rubric,semi,offline_elicitation,50.0,34.0,40.4,37.2,12.799999999999997,85.0,80.8,93.4,87.1,-2.0999999999999943,-14.899999999999991
da-14-3--rep-003--semi-online-rubric,da-14-3,3,semi-online-rubric,semi,online_elicitation,60.0,32.2,37.0,34.6,25.4,100.0,58.0,70.8,64.4,35.599999999999994,10.199999999999996
da-14-3--rep-003--semi-static,da-14-3,3,semi-static,semi,fixed,53.2,30.0,40.6,35.3,17.900000000000006,94.0,60.4,92.6,76.5,17.5,-0.4000000000000057
da-14-8--rep-001--full-offline-rubric,da-14-8,1,full-offline-rubric,full,offline_elicitation,44.0,43.0,42.6,42.8,1.2000000000000028,100.0,100.0,100.0,100.0,0.0,-1.2000000000000028
da-14-8--rep-001--full-online-rubric,da-14-8,1,full-online-rubric,full,online_elicitation,43.0,43.0,43.0,43.0,0.0,100.0,87.0,83.6,85.3,14.700000000000003,14.700000000000003
da-14-8--rep-001--full-static,da-14-8,1,full-static,full,fixed,53.8,43.0,43.0,43.0,10.799999999999997,93.0,91.0,89.6,90.3,2.700000000000003,-8.099999999999994
da-14-8--rep-001--score-only-offline-rubric,da-14-8,1,score-only-offline-rubric,score_only,offline_elicitation,42.0,43.0,40.2,41.6,0.3999999999999986,53.0,42.0,38.2,40.1,12.899999999999999,12.5
da-14-8--rep-001--score-only-online-rubric,da-14-8,1,score-only-online-rubric,score_only,online_elicitation,43.0,40.6,41.4,41.0,2.0,40.2,37.0,38.2,37.6,2.6000000000000014,0.6000000000000014
da-14-8--rep-001--score-only-static,da-14-8,1,score-only-static,score_only,fixed,53.8,43.0,43.0,43.0,10.799999999999997,52.0,53.0,52.2,52.6,-0.6000000000000014,-11.399999999999999
da-14-8--rep-001--semi-online-rubric,da-14-8,1,semi-online-rubric,semi,online_elicitation,46.6,43.0,41.0,42.0,4.600000000000001,72.0,70.6,55.4,63.0,9.0,4.399999999999999
da-14-8--rep-001--semi-static,da-14-8,1,semi-static,semi,fixed,53.8,43.0,43.0,43.0,10.799999999999997,84.0,80.0,56.4,68.2,15.799999999999997,5.0
da-14-8--rep-001--user-simulator-static,da-14-8,1,user-simulator-static,user_simulator,fixed,53.8,43.0,43.0,43.0,10.799999999999997,57.4,51.0,43.0,47.0,10.399999999999999,-0.3999999999999986
da-14-8--rep-002--full-offline-rubric,da-14-8,2,full-offline-rubric,full,offline_elicitation,53.0,45.0,42.6,43.8,9.200000000000003,98.4,94.6,89.0,91.8,6.6000000000000085,-2.5999999999999943
da-14-8--rep-002--full-online-rubric,da-14-8,2,full-online-rubric,full,online_elicitation,32.0,41.0,42.0,41.5,-9.5,98.0,83.6,89.8,86.69999999999999,11.300000000000011,20.80000000000001
da-14-8--rep-002--score-only-offline-rubric,da-14-8,2,score-only-offline-rubric,score_only,offline_elicitation,55.4,49.0,41.8,45.4,10.0,60.6,43.0,40.2,41.6,19.0,9.0
da-14-8--rep-002--score-only-static,da-14-8,2,score-only-static,score_only,fixed,43.0,43.0,43.0,43.0,0.0,60.2,45.0,53.0,49.0,11.200000000000003,11.200000000000003
da-14-8--rep-002--semi-online-rubric,da-14-8,2,semi-online-rubric,semi,online_elicitation,46.4,41.0,43.2,42.1,4.299999999999997,62.4,64.4,46.6,55.5,6.899999999999999,2.6000000000000014
da-14-8--rep-002--user-simulator-offline-rubric,da-14-8,2,user-simulator-offline-rubric,user_simulator,offline_elicitation,52.0,51.0,45.0,48.0,4.0,56.0,28.0,34.0,31.0,25.0,21.0
da-14-8--rep-002--user-simulator-online-rubric,da-14-8,2,user-simulator-online-rubric,user_simulator,online_elicitation,50.0,49.0,39.0,44.0,6.0,50.0,55.0,41.8,48.4,1.6000000000000014,-4.399999999999999
da-14-8--rep-002--user-simulator-static,da-14-8,2,user-simulator-static,user_simulator,fixed,43.0,43.0,43.0,43.0,0.0,49.4,53.0,43.0,48.0,1.3999999999999986,1.3999999999999986
da-14-8--rep-003--full-offline-rubric,da-14-8,3,full-offline-rubric,full,offline_elicitation,60.4,49.0,40.4,44.7,15.699999999999996,93.0,83.0,85.8,84.4,8.599999999999994,-7.100000000000001
da-14-8--rep-003--full-online-rubric,da-14-8,3,full-online-rubric,full,online_elicitation,66.6,51.0,44.2,47.6,18.999999999999993,87.0,93.0,97.2,95.1,-8.099999999999994,-27.099999999999987
da-14-8--rep-003--score-only-offline-rubric,da-14-8,3,score-only-offline-rubric,score_only,offline_elicitation,61.4,53.0,48.0,50.5,10.899999999999999,68.0,53.0,63.0,58.0,10.0,-0.8999999999999986
da-14-8--rep-003--score-only-online-rubric,da-14-8,3,score-only-online-rubric,score_only,online_elicitation,67.0,53.0,50.0,51.5,15.5,61.0,61.0,54.4,57.7,3.299999999999997,-12.200000000000003
da-14-8--rep-003--score-only-static,da-14-8,3,score-only-static,score_only,fixed,64.0,53.0,46.0,49.5,14.5,67.0,62.0,61.0,61.5,5.5,-9.0
da-14-8--rep-003--semi-online-rubric,da-14-8,3,semi-online-rubric,semi,online_elicitation,66.0,52.0,44.4,48.2,17.799999999999997,78.8,74.0,60.2,67.1,11.700000000000003,-6.099999999999994
da-14-8--rep-003--semi-static,da-14-8,3,semi-static,semi,fixed,64.0,53.0,46.0,49.5,14.5,76.0,90.2,64.8,77.5,-1.5,-16.0
da-14-8--rep-003--user-simulator-online-rubric,da-14-8,3,user-simulator-online-rubric,user_simulator,online_elicitation,62.0,46.8,38.6,42.7,19.299999999999997,66.0,57.0,46.0,51.5,14.5,-4.799999999999997
da-15-1--rep-001--full-offline-rubric,da-15-1,1,full-offline-rubric,full,offline_elicitation,77.0,65.0,77.0,71.0,6.0,79.8,75.0,87.0,81.0,-1.2000000000000028,-7.200000000000003
da-15-1--rep-001--score-only-online-rubric,da-15-1,1,score-only-online-rubric,score_only,online_elicitation,75.0,63.0,75.0,69.0,6.0,77.0,69.6,75.0,72.3,4.700000000000003,-1.2999999999999972
da-15-1--rep-001--score-only-static,da-15-1,1,score-only-static,score_only,fixed,74.6,65.0,77.0,71.0,3.5999999999999943,87.0,77.0,87.0,82.0,5.0,1.4000000000000057
da-15-1--rep-001--semi-offline-rubric,da-15-1,1,semi-offline-rubric,semi,offline_elicitation,72.6,63.0,74.0,68.5,4.099999999999994,85.2,87.0,87.0,87.0,-1.7999999999999972,-5.8999999999999915
da-15-1--rep-001--semi-online-rubric,da-15-1,1,semi-online-rubric,semi,online_elicitation,76.2,63.0,75.0,69.0,7.200000000000003,87.0,87.0,94.8,90.9,-3.9000000000000057,-11.100000000000009
da-15-1--rep-001--user-simulator-offline-rubric,da-15-1,1,user-simulator-offline-rubric,user_simulator,offline_elicitation,76.6,63.4,75.0,69.2,7.3999999999999915,77.0,75.0,76.2,75.6,1.4000000000000057,-5.999999999999986
